student_id,gender,age,parent_education,family_income_band,travel_time_mins,study_hours_per_week,attendance_rate,past_failures,tutoring,internet_access,sleep_hours,screen_time_hours,extracurricular_hours,discipline_incidents,late_submissions,participation_score,quiz_avg,assignment_avg,midterm_score,behavior_label,final_score,performance_label
1331,F,15,high_school,low,34,4.4,0.893,0,0,1,8.12,5.99,5.22,0,0,79.6,82.3,63.9,52.7,Neutral,57.7,Medium
1332,F,20,bachelor,middle,0,15.4,0.798,2,1,1,8.6,5.62,2.43,0,4,60.5,52.3,86.4,44.3,At-Risk,59.6,Medium
1333,F,16,high_school,low,6,15.7,0.784,0,0,0,7.27,4.8,3.01,0,1,78.1,98.6,44.1,52.6,Engaged,66.1,Medium
1334,F,15,none,middle,0,14.3,0.812,0,0,1,6.35,2.84,3.77,0,3,45.8,68.1,64.2,74.1,Neutral,65.0,Medium
1335,F,15,master,middle,9,15.1,0.933,0,0,0,7.08,5.63,0.15,1,1,60.6,59.7,59.5,65.9,Neutral,70.1,Medium
1336,F,16,high_school,middle,45,8.6,0.767,1,1,1,6.49,1.79,1.23,0,2,53.7,57.6,73.8,46.0,Neutral,61.3,Medium
1337,M,19,bachelor,low,53,8.8,0.855,0,0,1,9.93,3.93,2.57,0,2,65.0,61.9,74.3,82.6,Engaged,67.9,Medium
1338,F,15,high_school,high,26,6.1,0.822,0,0,1,6.26,1.59,6.25,3,1,76.0,50.7,69.6,81.3,Neutral,61.5,Medium
1339,F,21,master,middle,12,11.0,0.942,0,0,1,7.48,3.88,0.0,0,2,73.3,74.0,63.4,60.0,At-Risk,67.0,Medium
1340,M,19,high_school,middle,19,6.8,0.945,0,0,1,5.1,2.14,5.48,0,1,71.3,61.8,69.0,54.8,Engaged,65.0,Medium
1341,M,17,high_school,middle,29,7.4,0.676,0,1,1,7.06,5.71,1.81,0,1,67.1,97.0,65.4,95.3,Neutral,91.8,High
1342,F,22,bachelor,high,0,13.6,0.965,0,0,1,6.56,5.07,2.13,0,0,62.6,54.2,67.5,92.1,Engaged,79.5,High
1343,F,20,high_school,middle,13,17.1,0.799,1,0,0,7.71,3.06,4.64,0,3,83.0,59.8,91.3,29.7,Engaged,48.9,Low
1344,F,20,high_school,middle,44,12.4,0.884,0,0,1,7.74,6.38,6.24,0,1,41.8,54.2,48.8,83.9,At-Risk,62.6,Medium
1345,Other,16,phd,middle,6,20.8,0.766,3,0,0,8.6,2.29,3.05,0,2,55.0,95.6,73.5,94.5,Neutral,68.7,Medium
1346,F,20,bachelor,high,11,5.8,0.897,0,0,1,8.51,4.13,4.53,0,1,71.2,36.0,52.9,73.1,Engaged,66.2,Medium
1347,M,19,bachelor,low,22,0.0,1.0,0,0,1,6.82,2.97,0.36,1,1,87.9,63.7,99.3,50.7,Engaged,67.8,Medium
1348,M,22,bachelor,middle,26,14.3,0.873,0,1,1,5.77,5.68,1.14,0,1,59.8,67.6,69.4,53.1,Engaged,69.1,Medium
1349,M,18,master,middle,13,5.4,0.814,0,1,1,5.91,5.49,0.0,0,2,61.1,41.7,47.7,94.2,At-Risk,60.3,Medium
1350,M,20,master,middle,23,8.4,0.837,1,1,1,7.26,6.8,1.17,0,3,45.7,100.0,64.3,76.7,At-Risk,64.5,Medium
1351,F,17,bachelor,high,31,0.0,0.713,0,0,1,7.09,4.37,3.33,1,1,56.9,45.2,44.7,70.9,At-Risk,45.6,Low
1352,F,15,high_school,high,51,4.6,1.0,1,1,1,7.21,0.0,2.62,0,0,75.6,62.6,57.9,100.0,At-Risk,74.9,Medium
1353,M,16,none,middle,20,1.0,0.891,0,0,1,6.26,3.34,5.65,1,1,88.7,92.3,77.9,39.8,Engaged,72.4,Medium
1354,M,21,bachelor,middle,21,7.4,0.755,0,0,0,8.62,7.33,6.31,0,3,60.6,55.2,89.8,58.2,At-Risk,70.4,Medium
1355,F,20,master,high,45,7.6,0.758,0,0,1,5.13,3.55,1.93,0,1,53.0,64.6,85.3,63.8,Neutral,63.7,Medium
1356,M,17,bachelor,high,14,10.5,0.862,0,0,1,6.19,0.36,0.84,0,1,66.0,55.8,66.3,55.8,Engaged,63.4,Medium
1357,F,20,high_school,middle,2,17.4,0.953,0,0,0,5.61,5.1,4.52,0,0,40.8,61.0,77.1,23.2,Engaged,64.4,Medium
1358,M,15,high_school,low,26,14.1,0.745,2,0,1,6.65,5.25,4.73,1,2,83.5,81.5,80.9,80.1,Neutral,75.0,High
1359,F,15,bachelor,low,38,0.3,0.971,0,1,1,8.4,2.75,3.08,0,0,46.5,54.4,100.0,45.0,At-Risk,72.6,Medium
1360,M,19,master,high,27,13.6,0.851,0,1,1,6.55,3.71,3.61,0,2,69.7,14.2,58.3,44.6,Engaged,47.1,Low
1361,F,19,high_school,middle,21,10.7,0.767,1,0,1,7.02,2.51,3.3,0,0,69.5,61.4,92.2,52.8,At-Risk,69.5,Medium
1362,M,22,bachelor,middle,0,9.4,0.813,0,1,1,7.7,5.25,0.22,0,2,74.4,63.1,50.5,55.4,Neutral,67.6,Medium
1363,F,21,bachelor,middle,21,9.9,1.0,1,0,1,6.5,4.31,0.0,1,0,68.8,65.5,86.9,57.6,Engaged,80.6,High
1364,M,17,master,middle,40,11.2,0.721,0,0,1,7.36,1.87,2.1,1,3,65.0,58.7,58.1,79.3,At-Risk,65.7,Medium
1365,M,21,high_school,middle,3,5.8,0.787,1,1,1,7.2,4.18,1.8,0,3,71.4,46.5,57.1,83.4,At-Risk,62.3,Medium
1366,F,18,master,middle,18,8.9,0.955,0,0,1,5.54,2.73,2.75,0,1,77.5,57.6,63.4,54.8,Engaged,61.4,Medium
1367,M,21,bachelor,low,16,17.1,0.882,3,0,1,6.34,7.12,1.94,0,2,91.9,93.8,55.6,48.0,Engaged,57.1,Medium
1368,M,16,bachelor,middle,12,5.8,0.781,0,0,1,7.33,5.99,0.0,0,0,48.5,61.2,74.8,57.4,At-Risk,67.7,Medium
1369,M,15,none,middle,26,3.8,0.956,1,0,1,8.44,3.96,0.0,0,0,37.4,73.8,87.6,42.1,Neutral,65.7,Medium
1370,M,15,bachelor,middle,29,9.6,0.961,0,1,1,8.44,4.36,3.67,2,1,41.8,43.4,34.2,59.4,Engaged,61.7,Medium
1371,M,22,bachelor,low,28,3.2,0.893,1,0,1,9.41,6.23,0.87,0,0,37.8,56.8,65.2,41.1,Neutral,51.0,Medium
1372,F,15,high_school,middle,7,0.0,0.799,1,0,1,7.48,3.85,1.74,0,1,47.0,44.0,50.6,100.0,At-Risk,71.0,Medium
1373,M,22,high_school,low,0,7.9,0.814,1,0,1,6.4,5.72,1.08,0,1,45.1,85.3,82.5,62.6,Neutral,60.4,Medium
1374,F,20,bachelor,low,26,18.7,0.888,0,0,1,6.82,7.15,0.37,0,0,58.8,34.0,90.7,49.2,Engaged,62.2,Medium
1375,F,16,bachelor,middle,14,9.8,0.729,0,0,1,6.76,3.22,0.32,1,1,77.8,68.7,65.2,74.1,At-Risk,65.3,Medium
1376,M,21,none,low,50,11.1,0.993,1,1,1,6.41,7.49,4.24,1,1,74.4,68.1,56.7,35.4,Neutral,57.1,Medium
1377,F,16,high_school,high,50,0.0,1.0,0,0,1,7.36,6.91,1.72,0,3,55.7,67.0,42.2,45.8,At-Risk,50.1,Medium
1378,F,16,high_school,high,52,12.6,0.836,0,1,1,7.42,4.7,3.47,2,2,57.0,19.8,99.2,68.5,Neutral,75.5,High
1379,F,19,master,low,8,10.6,0.896,0,0,1,5.49,3.31,3.74,0,2,95.2,25.6,89.1,62.7,Engaged,61.9,Medium
1380,M,17,phd,middle,31,6.0,0.979,0,0,1,8.21,4.67,2.83,0,0,73.9,64.1,36.3,81.0,Neutral,56.6,Medium
1381,M,17,high_school,middle,35,11.1,1.0,0,0,1,4.7,3.71,3.8,0,3,67.6,45.4,78.5,5.4,Neutral,41.6,Low
1382,M,16,high_school,middle,33,11.0,1.0,0,0,1,6.63,2.61,2.23,1,2,66.8,50.4,50.2,76.4,Neutral,57.1,Medium
1383,F,19,high_school,high,17,3.6,0.686,0,1,1,8.28,5.26,4.93,1,1,60.7,54.4,59.9,49.1,At-Risk,61.3,Medium
1384,Other,15,bachelor,middle,41,12.0,0.828,0,1,1,7.63,2.15,3.85,0,2,95.0,43.0,48.0,36.6,Neutral,53.2,Medium
1385,F,16,master,low,22,17.2,0.91,1,0,1,6.47,3.52,4.11,0,0,62.2,39.9,36.0,25.5,At-Risk,29.6,Low
1386,M,19,bachelor,low,24,8.6,0.811,0,1,1,9.26,3.55,0.32,1,0,67.2,62.0,67.3,48.9,At-Risk,58.8,Medium
1387,F,18,none,middle,0,4.8,1.0,1,1,1,6.37,1.47,2.73,0,0,40.3,27.7,98.3,91.8,At-Risk,73.0,Medium
1388,M,20,none,high,32,8.9,1.0,0,0,1,4.5,5.52,0.0,1,1,55.5,52.9,53.2,79.4,Neutral,61.8,Medium
1389,F,16,high_school,middle,18,15.1,0.778,0,0,0,7.44,3.74,5.0,1,0,56.7,50.0,82.3,92.7,Engaged,81.5,High
1390,M,20,master,middle,29,2.6,0.844,0,1,1,4.77,6.8,0.95,1,0,72.3,61.6,84.8,57.7,At-Risk,73.7,Medium
1391,F,21,bachelor,low,26,13.5,0.785,0,1,0,5.9,3.71,1.23,0,2,53.4,100.0,79.5,62.1,Engaged,83.6,High
1392,F,18,bachelor,high,25,5.9,0.84,0,0,1,7.65,3.39,0.0,0,0,65.7,44.3,99.9,28.4,Engaged,67.4,Medium
1393,M,17,high_school,low,21,11.5,0.837,0,0,1,6.35,2.39,2.13,0,2,55.9,69.3,83.3,28.4,Engaged,57.8,Medium
1394,M,19,master,middle,34,6.6,0.955,0,0,0,7.6,4.28,1.66,0,1,48.5,66.0,96.9,57.1,Neutral,68.4,Medium
1395,F,19,high_school,middle,19,6.6,0.771,0,0,1,5.51,4.29,5.85,0,1,47.9,72.1,49.6,32.5,Neutral,48.3,Low
1396,M,15,master,low,0,19.1,0.598,0,0,1,7.93,5.68,3.92,0,2,62.4,58.2,79.9,42.9,Neutral,64.3,Medium
1397,F,19,master,low,31,1.5,0.7,1,0,1,4.87,4.33,1.17,0,1,66.5,87.9,92.2,60.9,At-Risk,79.6,High
1398,F,16,bachelor,middle,10,12.9,0.757,0,0,1,8.48,8.39,0.0,1,1,62.1,74.3,55.6,85.4,Neutral,69.5,Medium
1399,F,19,master,low,2,20.4,0.794,0,0,1,6.33,5.11,0.0,0,2,52.5,74.6,12.2,60.2,At-Risk,52.6,Medium
1400,M,22,high_school,middle,7,14.1,0.879,0,0,0,8.74,2.23,0.15,1,5,62.9,36.5,47.7,32.8,Engaged,39.1,Low
1401,M,19,bachelor,middle,26,2.0,0.752,1,0,1,5.89,2.06,0.0,1,0,60.2,63.7,56.4,23.6,Engaged,44.6,Low
1402,M,21,none,low,21,2.3,0.739,0,0,1,9.21,5.27,2.9,0,1,49.4,52.8,77.0,62.4,At-Risk,55.8,Medium
1403,F,17,bachelor,middle,0,5.5,0.767,0,1,1,5.75,2.16,1.91,1,1,66.2,46.5,58.9,47.4,At-Risk,62.6,Medium
1404,M,22,high_school,low,16,10.9,0.748,1,1,1,4.75,5.39,2.23,0,1,92.2,50.7,68.0,62.3,Neutral,61.6,Medium
1405,M,21,none,low,40,11.4,0.805,0,0,1,6.95,5.99,0.3,0,2,62.8,61.0,58.3,55.9,At-Risk,55.8,Medium
1406,M,22,none,middle,15,2.4,0.8,1,1,1,8.38,6.04,2.5,0,2,43.1,70.2,65.9,58.6,At-Risk,64.1,Medium
1407,F,20,high_school,middle,20,4.8,0.929,0,1,1,7.85,2.46,0.0,0,2,87.0,79.7,66.9,84.0,Engaged,87.8,High
1408,M,20,bachelor,middle,38,5.1,0.761,2,0,1,8.3,6.04,2.02,1,1,83.9,78.8,57.9,81.1,At-Risk,70.7,Medium
1409,F,19,bachelor,low,34,8.9,0.824,0,1,1,7.87,4.85,3.86,0,4,86.5,67.3,81.1,67.4,Neutral,70.5,Medium
1410,F,22,high_school,middle,37,21.9,0.805,0,0,1,5.92,2.98,1.47,0,1,64.4,63.0,90.1,42.1,Engaged,69.8,Medium
1411,F,21,phd,middle,0,4.4,0.941,0,0,1,7.82,3.88,3.09,0,0,53.2,56.2,49.6,49.0,Neutral,62.9,Medium
1412,F,18,master,high,48,4.1,0.845,0,1,1,7.01,5.14,0.0,0,0,51.6,57.5,71.5,75.3,At-Risk,75.5,High
1413,F,15,high_school,middle,32,3.2,0.965,0,0,1,6.05,2.85,0.0,0,3,82.1,48.0,45.1,86.0,Engaged,61.0,Medium
1414,F,15,high_school,high,59,13.8,0.745,0,0,1,7.12,4.8,2.85,0,0,89.1,54.3,40.0,34.5,Engaged,32.8,Low
1415,M,16,bachelor,low,10,9.8,0.855,0,0,1,6.83,7.09,4.29,0,1,51.2,68.4,84.6,90.6,At-Risk,88.9,High
1416,F,15,bachelor,middle,0,4.6,0.802,1,0,1,8.6,6.13,1.72,2,2,27.2,89.7,100.0,44.4,At-Risk,65.7,Medium
1417,F,16,high_school,middle,22,7.8,0.737,0,0,1,6.28,4.36,6.49,0,2,64.7,59.3,62.7,73.4,At-Risk,52.9,Medium
1418,F,15,bachelor,middle,18,5.3,0.853,1,0,0,6.23,4.67,0.0,0,0,51.4,47.5,97.3,100.0,Neutral,71.1,Medium
1419,F,22,high_school,middle,32,11.8,1.0,0,1,1,6.06,3.12,0.84,0,0,54.4,79.4,57.6,28.2,Engaged,56.3,Medium
1420,F,15,high_school,middle,38,26.1,0.775,0,0,1,9.18,3.18,2.48,1,3,61.4,26.0,64.2,70.1,Engaged,56.5,Medium
1421,F,20,bachelor,high,21,13.3,0.847,0,1,1,6.13,1.13,3.13,0,1,71.1,80.8,94.7,53.7,Engaged,86.9,High
1422,F,17,bachelor,low,18,9.4,0.729,1,0,1,8.46,4.7,1.03,1,1,53.3,36.2,53.4,68.9,At-Risk,53.0,Medium
1423,M,16,master,high,30,6.0,0.714,1,0,1,5.66,5.56,0.08,0,0,67.0,73.8,82.7,47.6,At-Risk,76.7,High
1424,M,20,none,middle,18,1.9,0.781,0,1,1,7.51,4.06,3.44,0,0,63.1,53.4,62.4,10.4,Neutral,46.7,Low
1425,M,22,high_school,middle,17,14.4,0.815,0,0,0,7.22,2.45,2.47,0,1,30.4,67.8,56.5,44.9,Neutral,56.0,Medium
1426,M,21,none,middle,38,14.1,0.819,2,0,1,8.38,4.33,1.51,0,4,73.2,99.5,59.9,66.9,At-Risk,53.9,Medium
1427,M,22,high_school,low,41,7.2,0.837,0,1,1,8.21,6.88,3.2,0,3,58.2,46.9,33.3,87.0,At-Risk,54.4,Medium
1428,M,19,none,high,38,17.3,0.695,0,0,1,7.0,6.0,1.93,0,1,46.0,44.0,88.2,68.1,At-Risk,56.0,Medium
1429,F,20,bachelor,high,19,10.1,0.797,0,0,1,6.26,4.14,1.92,0,1,54.1,63.4,71.6,89.5,Neutral,66.7,Medium
1430,M,16,bachelor,high,0,14.6,0.91,0,1,1,8.85,8.29,1.85,0,2,68.0,89.5,65.6,50.1,Neutral,74.2,Medium
1431,F,21,bachelor,high,20,11.8,0.724,1,0,1,6.14,9.6,0.56,0,3,65.7,65.2,56.9,48.5,At-Risk,42.4,Low
1432,F,20,high_school,middle,11,8.9,0.824,2,0,1,4.18,3.24,0.35,1,0,74.7,62.8,73.0,66.9,At-Risk,53.8,Medium
1433,M,17,none,middle,20,4.3,0.889,2,0,1,4.67,3.71,1.15,1,4,71.5,65.0,82.1,52.5,At-Risk,48.9,Low
1434,M,17,bachelor,high,12,9.1,0.782,0,0,1,4.96,5.59,2.26,1,1,47.4,43.9,63.6,82.5,At-Risk,68.3,Medium
1435,M,19,none,low,22,15.1,0.894,0,0,1,7.61,2.37,0.0,0,0,20.7,65.2,83.4,31.9,Engaged,73.8,Medium
1436,F,15,master,middle,6,7.0,0.708,0,0,1,9.56,5.9,4.09,0,2,66.8,54.9,72.4,77.3,At-Risk,66.9,Medium
1437,M,21,none,middle,3,12.6,0.949,0,0,1,4.45,4.4,2.24,0,1,74.5,85.8,66.5,84.2,Engaged,84.1,High
1438,F,17,bachelor,middle,40,3.5,0.897,0,1,0,5.96,4.94,0.07,0,3,62.0,76.4,82.6,67.3,Neutral,70.2,Medium
1439,F,15,master,middle,7,14.7,0.866,2,1,1,7.01,3.05,5.43,0,1,74.9,38.2,59.9,78.3,Engaged,67.0,Medium
1440,F,17,bachelor,middle,22,11.9,0.972,0,0,1,8.75,2.62,2.28,0,2,50.0,56.9,48.0,47.0,Engaged,48.6,Low
1441,M,21,bachelor,low,36,2.8,0.827,0,0,1,5.95,0.23,0.0,0,1,59.8,71.5,67.2,43.4,Neutral,65.7,Medium
1442,M,17,bachelor,middle,36,8.7,0.798,0,0,1,7.61,7.17,5.34,0,2,51.2,44.3,68.6,67.0,Neutral,61.0,Medium
1443,M,19,high_school,middle,34,15.6,0.997,0,0,1,6.6,6.08,4.91,0,2,75.5,42.6,64.4,45.6,Engaged,43.3,Low
1444,M,21,bachelor,low,27,2.4,1.0,0,0,1,10.0,5.55,0.38,0,1,51.3,53.7,87.0,66.0,At-Risk,67.4,Medium
1445,M,15,master,low,33,3.6,0.791,0,1,1,7.07,4.9,1.55,0,1,95.9,68.2,76.0,66.0,At-Risk,74.4,Medium
1446,F,21,phd,middle,43,9.6,0.849,0,0,0,7.33,0.0,1.28,0,1,57.5,80.7,66.2,58.7,At-Risk,57.3,Medium
1447,F,17,high_school,low,28,22.8,0.965,0,1,1,7.0,2.7,0.0,1,1,77.0,66.2,67.9,65.6,Engaged,72.2,Medium
1448,F,20,high_school,middle,0,6.0,0.852,1,1,1,6.4,3.69,2.85,0,2,57.7,100.0,69.3,72.7,Neutral,69.6,Medium
1449,F,16,bachelor,low,14,13.0,0.919,0,0,0,8.04,2.04,3.89,0,0,85.1,49.8,76.4,58.0,Engaged,69.0,Medium
1450,M,16,bachelor,middle,32,11.6,0.938,1,0,1,5.51,0.81,3.51,0,1,84.5,75.3,68.8,50.5,Engaged,55.8,Medium
1451,F,21,high_school,low,13,6.5,0.804,0,0,1,4.5,2.25,2.27,0,3,60.1,42.0,65.5,76.5,Neutral,64.1,Medium
1452,F,21,high_school,middle,46,11.0,0.902,0,0,1,6.72,4.3,4.08,1,1,69.1,91.0,46.7,65.5,Engaged,70.5,Medium
1453,F,22,high_school,middle,21,7.3,0.859,0,1,0,7.88,4.3,0.0,0,0,84.1,86.5,56.6,69.0,Neutral,72.7,Medium
1454,F,20,bachelor,middle,23,7.9,0.738,2,0,1,6.2,6.02,5.84,0,2,69.6,74.8,72.4,71.7,At-Risk,65.4,Medium
1455,M,18,high_school,middle,39,0.0,0.761,0,0,1,7.12,8.33,0.66,0,1,51.2,30.7,71.0,63.0,At-Risk,66.9,Medium
1456,M,16,none,middle,19,9.9,0.795,0,1,1,5.44,5.57,0.88,1,3,66.1,74.6,44.2,53.1,Engaged,52.1,Medium
1457,M,17,none,low,25,15.4,0.953,2,1,1,8.18,3.85,1.05,1,2,53.8,47.3,59.0,47.7,Neutral,47.9,Low
1458,M,20,master,middle,35,10.3,0.956,2,0,1,7.68,7.8,0.9,0,1,67.3,70.2,53.1,58.2,Engaged,61.0,Medium
1459,F,17,none,middle,0,16.5,0.935,0,1,0,6.92,1.04,1.81,0,2,53.2,35.8,89.8,69.6,Engaged,74.1,Medium
1460,M,18,none,middle,18,13.5,0.904,1,0,0,7.1,0.04,1.74,0,1,70.6,66.9,72.0,70.6,Engaged,67.2,Medium
1461,F,16,bachelor,middle,34,9.6,0.901,0,0,1,5.23,2.43,2.46,0,2,38.2,55.6,74.9,62.9,At-Risk,58.7,Medium
1462,F,18,high_school,middle,23,6.2,0.888,0,0,0,5.28,5.82,0.56,0,0,48.2,48.0,66.9,67.0,Neutral,70.2,Medium
1463,M,16,master,middle,44,7.1,0.901,0,0,1,6.75,4.54,2.53,0,3,53.1,72.7,58.0,37.9,Neutral,48.4,Low
1464,M,15,master,low,0,1.2,0.908,2,0,1,7.52,1.94,0.02,0,0,62.6,61.1,60.9,50.7,Engaged,69.5,Medium
1465,F,16,high_school,low,0,8.4,0.72,0,0,1,7.58,2.75,3.66,0,2,42.3,58.3,75.9,73.4,Neutral,61.2,Medium
1466,F,19,high_school,low,34,10.9,0.781,1,0,1,6.46,1.72,3.64,0,2,51.7,75.3,63.8,43.3,At-Risk,50.8,Medium
1467,M,17,high_school,middle,35,20.3,0.757,0,1,1,7.79,1.72,2.19,0,2,76.7,96.3,76.0,62.8,Neutral,80.1,High
1468,M,15,none,middle,19,13.2,0.971,0,0,1,8.6,7.3,0.9,0,0,78.5,67.0,70.3,61.0,Engaged,72.7,Medium
1469,F,19,high_school,middle,28,4.8,1.0,0,0,1,6.79,3.91,2.82,1,2,27.0,29.5,72.7,57.7,At-Risk,51.1,Medium
1470,M,16,high_school,middle,33,1.4,0.643,1,0,1,7.27,7.74,0.42,0,1,56.2,34.0,73.5,73.6,At-Risk,69.4,Medium
1471,F,15,high_school,low,10,8.8,1.0,2,0,1,6.65,2.42,2.27,0,2,84.1,63.2,59.6,64.5,Neutral,61.0,Medium
1472,M,16,bachelor,high,11,14.9,0.869,1,0,1,6.75,5.18,1.9,0,2,70.8,80.5,63.0,36.1,Neutral,55.7,Medium
1473,M,18,none,low,25,8.7,0.961,1,0,1,7.1,4.65,7.46,2,0,71.1,64.4,82.5,70.3,Neutral,73.1,Medium
1474,F,22,high_school,middle,36,13.3,0.911,0,0,0,8.94,5.96,0.0,0,1,73.5,71.2,97.2,49.9,Engaged,82.2,High
1475,F,16,bachelor,high,5,8.9,1.0,3,1,1,8.0,4.71,0.0,0,0,50.6,60.9,82.7,32.7,Engaged,69.1,Medium
1476,F,17,high_school,middle,19,14.3,0.881,0,0,1,7.89,6.17,0.92,1,1,68.2,79.3,23.4,74.8,Engaged,58.2,Medium
1477,M,16,high_school,low,18,0.4,0.724,0,0,0,6.36,5.31,0.0,0,1,72.1,73.1,55.9,36.3,At-Risk,47.3,Low
1478,Other,17,none,low,28,19.6,0.849,0,1,1,5.82,2.02,0.75,0,4,66.6,43.6,69.8,52.9,Engaged,51.1,Medium
1479,F,20,high_school,middle,22,3.3,0.912,0,1,1,7.37,5.67,0.0,0,0,59.1,70.1,50.4,65.9,Neutral,58.6,Medium
1480,M,17,high_school,low,14,14.8,0.838,0,0,0,8.39,3.99,0.39,1,0,64.3,34.2,49.7,58.5,At-Risk,46.8,Low
1481,M,20,master,middle,41,8.4,0.926,0,1,1,8.97,2.65,0.07,1,3,47.9,70.1,61.3,47.5,Neutral,61.5,Medium
1482,M,22,master,middle,14,9.3,0.853,0,0,1,3.96,5.59,4.13,0,1,74.2,56.9,73.5,40.1,Engaged,60.8,Medium
1483,F,22,high_school,low,18,8.6,0.8,2,0,1,9.84,6.04,2.1,1,1,43.5,64.9,77.9,44.8,Neutral,64.5,Medium
1484,M,19,high_school,low,0,11.5,0.751,2,1,1,7.4,3.23,4.35,1,0,52.8,67.8,62.1,38.5,At-Risk,42.1,Low
1485,F,20,bachelor,middle,11,12.7,0.821,0,0,1,7.99,3.5,2.28,0,0,75.2,67.1,60.9,57.5,Engaged,63.5,Medium
1486,M,22,bachelor,middle,30,16.4,0.88,2,1,1,4.81,1.43,4.06,0,0,69.4,87.5,54.5,49.1,Engaged,65.2,Medium
1487,Other,21,high_school,middle,27,18.4,0.664,0,0,1,6.62,0.59,1.6,1,4,57.7,62.6,76.1,32.4,At-Risk,36.6,Low
1488,M,17,high_school,middle,31,12.0,0.782,0,1,0,7.89,3.72,5.39,0,0,39.3,65.4,75.0,54.2,At-Risk,72.4,Medium
1489,F,16,high_school,low,30,20.3,0.66,2,1,1,5.49,5.78,3.14,1,0,64.3,85.9,82.5,47.1,At-Risk,84.3,High
1490,M,15,bachelor,middle,53,10.6,0.798,0,0,1,3.5,3.05,0.64,1,0,55.5,96.1,70.1,65.4,At-Risk,79.6,High
1491,M,22,high_school,middle,11,16.5,0.98,1,0,1,7.3,7.06,3.44,1,1,72.2,61.7,47.0,67.2,Engaged,59.0,Medium
1492,F,19,high_school,middle,0,12.6,0.741,0,0,0,6.84,3.79,2.25,0,2,57.3,52.8,62.4,86.8,At-Risk,64.8,Medium
1493,F,17,high_school,middle,6,6.7,0.93,0,1,1,8.63,3.8,1.79,1,3,38.7,53.7,81.7,73.0,At-Risk,73.4,Medium
1494,F,17,high_school,high,11,11.1,1.0,0,0,1,6.71,3.62,2.39,0,1,44.2,70.1,40.2,38.2,Neutral,61.3,Medium
1495,M,17,bachelor,middle,7,13.0,1.0,2,1,1,6.8,6.16,3.7,1,1,58.6,58.3,66.6,16.5,Engaged,46.6,Low
1496,F,21,bachelor,middle,23,9.8,0.873,0,0,1,7.74,2.28,0.0,1,1,66.6,30.5,72.6,29.6,At-Risk,55.6,Medium
1497,F,19,bachelor,middle,41,12.5,0.946,0,0,1,8.14,3.94,1.5,0,1,47.5,82.2,100.0,49.9,Engaged,81.8,High
1498,F,22,high_school,middle,45,15.2,0.723,0,1,1,6.05,3.11,3.57,0,1,53.6,76.7,58.4,27.8,Neutral,66.9,Medium
1499,M,17,high_school,low,30,9.9,0.703,0,1,0,8.03,3.08,2.7,0,2,76.9,82.6,66.1,47.7,At-Risk,72.7,Medium
1500,F,18,master,middle,54,0.0,0.863,0,0,1,6.27,4.27,0.0,1,0,81.6,86.2,95.0,60.6,At-Risk,81.5,High
1501,F,15,bachelor,high,17,20.1,0.9,1,0,0,6.92,3.97,0.0,0,4,69.2,65.4,58.6,48.7,At-Risk,54.7,Medium
1502,F,22,none,low,0,8.2,0.969,0,1,0,7.7,6.3,5.6,1,2,60.7,66.7,85.2,65.6,Neutral,73.8,Medium
1503,M,19,high_school,high,38,5.1,0.803,0,1,0,7.91,4.18,1.83,0,0,55.7,80.1,74.3,47.8,At-Risk,77.3,High
1504,M,19,master,middle,0,3.3,0.879,0,0,1,7.28,5.31,5.23,1,4,73.1,40.1,64.5,44.8,Neutral,46.1,Low
1505,F,18,bachelor,middle,11,8.0,0.876,0,0,1,5.6,4.55,3.79,0,3,60.3,55.7,75.2,94.2,At-Risk,74.9,Medium
1506,F,17,master,high,30,6.6,0.847,1,0,1,4.66,7.01,0.61,0,1,78.8,60.9,65.6,59.3,Engaged,59.8,Medium
1507,F,22,bachelor,low,20,5.6,0.853,1,0,1,6.67,3.6,0.0,0,0,79.6,78.6,100.0,62.2,Neutral,71.3,Medium
1508,M,18,high_school,low,19,5.9,0.775,0,0,1,8.07,3.6,1.28,0,0,71.2,52.3,35.0,76.9,At-Risk,57.5,Medium
1509,M,20,high_school,low,4,13.2,0.888,0,0,1,7.44,5.69,2.13,0,0,57.5,49.2,63.5,77.5,Engaged,57.5,Medium
1510,F,15,high_school,middle,22,22.2,0.88,0,1,1,7.19,3.57,3.1,0,1,58.7,54.2,63.9,52.7,Engaged,59.8,Medium
1511,M,17,bachelor,middle,37,14.9,0.816,1,0,1,6.89,5.2,0.0,0,2,40.3,70.5,65.9,80.9,At-Risk,72.6,Medium
1512,M,21,bachelor,high,22,16.7,0.927,2,1,1,7.27,8.88,2.56,0,5,64.2,60.8,85.3,51.0,Engaged,63.6,Medium
1513,F,15,high_school,low,10,7.7,0.963,1,0,1,5.71,2.24,2.56,0,2,63.7,35.9,60.8,80.3,Engaged,60.4,Medium
1514,F,15,master,low,3,10.6,0.928,0,0,1,7.84,7.26,4.17,1,3,44.3,39.4,75.9,35.3,Neutral,46.9,Low
1515,F,21,high_school,middle,10,12.6,0.756,0,0,1,7.92,3.22,1.59,1,1,100.0,64.5,71.7,53.9,Neutral,69.0,Medium
1516,M,17,none,low,28,6.0,0.87,3,0,1,6.47,6.88,3.09,0,3,73.3,65.1,81.4,64.5,At-Risk,57.0,Medium
